season,index,category,term,clean_term
winter 2022,26,Clothing,cropped coats,cropped coat
winter 2022,26,Clothing,mini skirt,mini skirt
winter 2022,26,Clothing,blazer,blazer
winter 2022,26,Clothing,leg warmers,leg warmer
winter 2022,26,Clothing,Nipoleros,nipolero
winter 2022,26,Shoes,knee high boots,knee high boot
winter 2022,26,Accessories,tights,tight
winter 2022,26,Accessories,pantyhose,pantyhose
winter 2022,26,Trends,off the shoulder,off the shoulder
winter 2022,26,Trends,cropped,cropped
winter 2022,26,Trends,mini skirt and knee high boot combo,mini skirt and knee high boot combo
winter 2022,26,Trends,Nipoleros,nipolero
winter 2022,27,Clothing,leather pants,leather pant
winter 2022,27,Clothing,thermal top,thermal top
winter 2022,27,Clothing,total neck,total neck
winter 2022,27,Clothing,wool sweater,wool sweater
winter 2022,27,Clothing,long fur coat,long fur coat
winter 2022,27,Shoes,boots,boot
winter 2022,27,Accessories,leather gloves,leather glove
winter 2022,27,Accessories,hat,hat
winter 2022,27,Materials,leather,leather
winter 2022,27,Materials,wool,wool
winter 2022,30,Clothing,dress,dress
winter 2022,30,Clothing,leather trousers,leather trouser
winter 2022,30,Clothing,skirt,skirt
winter 2022,30,Clothing,camera coat,camera coat
winter 2022,30,Clothing,leather top,leather top
winter 2022,30,Shoes,boots,boot
winter 2022,30,Accessories,gold earrings,gold earring
winter 2022,30,Materials,leather,leather
winter 2022,30,Materials,fabric,fabric
winter 2022,31,Clothing,black jeans,black jean
winter 2022,31,Clothing,pale pink sweater,pale pink sweater
winter 2022,31,Clothing,Abercromby jeans,abercromby jean
winter 2022,31,Clothing,converse,converse
winter 2022,31,Shoes,converse,converse
winter 2022,31,Accessories,black belt,black belt
winter 2022,31,Accessories,bag,bag
winter 2022,31,Colors,black,black
winter 2022,31,Colors,pale pink,pale pink
winter 2022,31,Colors,Beige pink,beige pink
winter 2022,31,Colors,mustard,mustard
winter 2022,31,Other,cream bag,cream bag
winter 2022,32,Clothing,black crop top,black crop top
winter 2022,32,Clothing,long sleeve body suit,long sleeve body suit
winter 2022,32,Clothing,gray long sleeve body suit,gray long sleeve body suit
winter 2022,32,Clothing,overalls,overall
winter 2022,32,Clothing,maroon coat,maroon coat
winter 2022,32,Colors,black,black
winter 2022,32,Colors,gray,gray
winter 2022,32,Colors,maroon,maroon
winter 2022,32,Materials,butter-like,butter-like
winter 2022,33,Clothing,blazer,blazer
winter 2022,33,Clothing,shirt,shirt
winter 2022,33,Shoes,riding boots,riding boot
winter 2022,33,Trends,professional but not boring,professional but not boring
winter 2022,33,Other,tucked in,tucked in
winter 2022,34,Clothing,fur coat,fur coat
winter 2022,34,Clothing,Gucci horse bit,gucci horse bit
winter 2022,34,Clothing,oak and forts saji sweater,oak and fort saji sweater
winter 2022,34,Clothing,Zara belts,zara belt
winter 2022,34,Clothing,Joes jeans,joe jean
winter 2022,34,Clothing,Tony Bianco brown boots,tony bianco brown boot
winter 2022,34,Clothing,Mango earrings,mango earring
winter 2022,34,Shoes,Tony Bianco brown boots,tony bianco brown boot
winter 2022,34,Accessories,Gucci horse bit,gucci horse bit
winter 2022,34,Accessories,Zara belts,zara belt
winter 2022,34,Accessories,mango earrings,mango earring
winter 2022,34,Colors,brown,brown
winter 2022,34,Colors,burgundy,burgundy
winter 2022,34,Other,Aegean Teaks (brand),aegean teak (brand)
winter 2022,34,Other,40s (temperature),40 (temperature)
winter 2022,34,Other,Mia high rise (jeans style),mia high rise (jean style)
winter 2022,34,Other,size small,size small
winter 2022,34,Other,Alpavte (unknown),alpavte (unknown)
winter 2022,34,Other,Italy (location),italy (location)
winter 2022,35,Clothing,shirt dress,shirt dress
winter 2022,35,Clothing,blazer,blazer
winter 2022,35,Clothing,boots,boot
winter 2022,35,Shoes,Zara boots,zara boot
winter 2022,35,Colors,white,white
winter 2022,35,Colors,cream,cream
winter 2022,35,Trends,layered,layered
winter 2022,35,Trends,preppy style,preppy style
winter 2022,35,Trends,wintery,wintery
winter 2022,36,Clothing,ski outfit,ski outfit
winter 2022,36,Clothing,white polinec,white polinec
winter 2022,36,Clothing,thick black leggings,thick black legging
winter 2022,36,Clothing,white beanie,white beanie
winter 2022,36,Clothing,big ski suit,big ski suit
winter 2022,36,Clothing,jump suit,jump suit
winter 2022,36,Shoes,snow shoes,snow shoe
winter 2022,36,Accessories,makeup,makeup
winter 2022,36,Accessories,engagement ring,engagement ring
winter 2022,36,Accessories,matching set of mittens,matching set of mitten
winter 2022,36,Colors,white,white
winter 2022,36,Materials,polinec,polinec
winter 2022,36,Trends,jump suit,jump suit
winter 2022,36,Patterns,polka dot,polka dot
winter 2022,36,Other,pom-pom,pom-pom
winter 2022,36,Other,insulated,insulated
winter 2022,36,Other,size seven,size seven
winter 2022,36,Other,size five,size five
winter 2022,36,Other,TikTok,tiktok
winter 2022,37,Clothing,brown leather blazer,brown leather blazer
winter 2022,37,Clothing,black leather blazer,black leather blazer
winter 2022,37,Clothing,crop little tank top,crop little tank top
winter 2022,37,Clothing,mid-rise baggy jeans,mid-rise baggy jean
winter 2022,37,Clothing,black tight little black dress,black tight little black dress
winter 2022,37,Clothing,"knee-high, high-heeled boots","knee-high, high-heeled boot"
winter 2022,37,Shoes,Air Force ones,air force one
winter 2022,37,Shoes,"knee-high, high-heeled boots","knee-high, high-heeled boot"
winter 2022,37,Accessories,guess hair bag,guess hair bag
winter 2022,37,Accessories,sunglasses,sunglasse
winter 2022,37,Colors,brown,brown
winter 2022,37,Colors,black,black
winter 2022,37,Materials,leather,leather
winter 2022,38,Clothing,boots,boot
winter 2022,38,Clothing,baggy oversized cute jeans (from PLT),baggy oversized cute jean (from plt)
winter 2022,38,Clothing,top (from H&M),top (from h&m)
winter 2022,38,Clothing,white hoodie (from River Island),white hoodie (from river island)
winter 2022,38,Clothing,classic black puffer,classic black puffer
winter 2022,38,Clothing,lucky tee e-t-phone,lucky tee e-t-phone
winter 2022,38,Clothing,A-Morph Sun,a-morph sun
winter 2022,38,Shoes,boots,boot
winter 2022,38,Accessories,pony and wear some in back,pony and wear some in back
winter 2022,38,Accessories,crossover bag,crossover bag
winter 2022,38,Accessories,A-Morph Sun,a-morph sun
winter 2022,38,Colors,white,white
winter 2022,39,Clothing,cargoes,cargoe
winter 2022,39,Clothing,essentials top,essential top
winter 2022,39,Clothing,cream jaunes,cream jaune
winter 2022,39,Clothing,r-coat,r-coat
winter 2022,39,Shoes,shoes,shoe
winter 2022,39,Accessories,cream bag,cream bag
winter 2022,39,Colors,cream,cream
winter 2022,39,Other,Christmas shop,christma shop
winter 2022,40,Clothing,long-temmed skirts,long-temmed skirt
winter 2022,40,Clothing,maxi skirts,maxi skirt
winter 2022,40,Clothing,dresses,dresse
winter 2022,40,Clothing,corsets,corset
winter 2022,40,Clothing,oversized blazers,oversized blazer
winter 2022,40,Clothing,oversized coats,oversized coat
winter 2022,40,Clothing,oversized jeans,oversized jean
winter 2022,40,Clothing,leather pants,leather pant
winter 2022,40,Shoes,boots,boot
winter 2022,40,Shoes,cowboy boots,cowboy boot
winter 2022,40,Accessories,bags,bag
winter 2022,40,Materials,leather,leather
winter 2022,40,Trends,long-temmed skirts and dresses,long-temmed skirt and dresse
winter 2022,40,Trends,Western trend,western trend
winter 2022,40,Trends,corsets,corset
winter 2022,40,Trends,oversized,oversized
winter 2022,40,Trends,leather,leather
winter 2022,41,Clothing,dress,dress
winter 2022,41,Clothing,blazer,blazer
winter 2022,41,Clothing,statement coat,statement coat
winter 2022,41,Clothing,shirt,shirt
winter 2022,41,Clothing,pants,pant
winter 2022,41,Clothing,tights,tight
winter 2022,41,Clothing,matching sets,matching set
winter 2022,41,Materials,fur,fur
winter 2022,41,Materials,feathers,feather
winter 2022,41,Materials,knits,knit
winter 2022,41,Materials,leather,leather
winter 2022,41,Materials,silk,silk
winter 2022,41,Materials,sparkles,sparkle
winter 2022,41,Trends,mixing textures,mixing texture
winter 2022,41,Trends,statement pieces,statement piece
winter 2022,41,Other,accessorize,accessorize
winter 2022,42,Clothing,black long sleeve ribbon tea,black long sleeve ribbon tea
winter 2022,42,Clothing,black high-waisted jeans,black high-waisted jean
winter 2022,42,Clothing,top (from Target),top (from target)
winter 2022,42,Clothing,cropped leather jacket,cropped leather jacket
winter 2022,42,Shoes,flat black boots,flat black boot
winter 2022,42,Colors,black,black
winter 2022,42,Materials,leather,leather
winter 2022,42,Other,coat,coat
winter 2022,43,Clothing,Oxblood Amelia Wickstead knitted dress,oxblood amelia wickstead knitted dress
winter 2022,43,Clothing,30 Daniel tights in black,30 daniel tight in black
winter 2022,43,Clothing,ankle length Amelia Wickstead coat,ankle length amelia wickstead coat
winter 2022,43,Shoes,flat boots from Ferry,flat boot from ferry
winter 2022,43,Accessories,two hairbands from Clementine and Mint,two hairband from clementine and mint
winter 2022,43,Accessories,black cashmere scarf from Amazon,black cashmere scarf from amazon
winter 2022,43,Accessories,black leather gloves from Fairfax and Favour,black leather glove from fairfax and favour
winter 2022,43,Accessories,black amaz bag,black amaz bag
winter 2022,43,Colors,Oxblood,oxblood
winter 2022,43,Colors,Black,black
winter 2022,43,Materials,knitted,knitted
winter 2022,43,Materials,tights,tight
winter 2022,43,Materials,fabric,fabric
winter 2022,43,Other,Erin Amber Mus fragrance,erin amber mu fragrance
winter 2022,43,Other,go-to hairband,go-to hairband
winter 2022,44,Clothing,cashmere base layer,cashmere base layer
winter 2022,44,Clothing,cashmere jumper dress,cashmere jumper dress
winter 2022,44,Clothing,woolen trousers,woolen trouser
winter 2022,44,Clothing,green jumper,green jumper
winter 2022,44,Clothing,navy maxi coat,navy maxi coat
winter 2022,44,Clothing,green g-lake,green g-lake
winter 2022,44,Clothing,navy pea coat,navy pea coat
winter 2022,44,Clothing,sway gloves,sway glove
winter 2022,44,Shoes,brown boots,brown boot
winter 2022,44,Shoes,boots from Beary,boot from beary
winter 2022,44,Accessories,80 Danielle tights,80 danielle tight
winter 2022,44,Accessories,cashmere black watch scarf,cashmere black watch scarf
winter 2022,44,Accessories,cashmere lined leather gloves,cashmere lined leather glove
winter 2022,44,Accessories,black kelly belt,black kelly belt
winter 2022,44,Accessories,patek leaf watch,patek leaf watch
winter 2022,44,Accessories,dual-tone day just,dual-tone day just
winter 2022,44,Accessories,sway gloves,sway glove
winter 2022,44,Accessories,25th Birkin Madam Celiay,25th birkin madam celiay
winter 2022,44,Colors,green,green
winter 2022,44,Colors,navy,navy
winter 2022,44,Colors,brown,brown
winter 2022,44,Colors,black,black
winter 2022,44,Materials,cashmere,cashmere
winter 2022,44,Materials,woolen,woolen
winter 2022,44,Materials,leather,leather
winter 2022,44,Other,g-lake,g-lake
winter 2022,44,Other,Sheeling collar,sheeling collar
winter 2022,44,Other,gold hardware,gold hardware
winter 2022,44,Other,Ebenefume,ebenefume
winter 2022,44,Other,Tom Ford,tom ford
winter 2022,44,Other,Erin and Brett de Noir,erin and brett de noir
winter 2022,44,Other,Atomizer,atomizer
winter 2022,44,Other,Madam Celiay,madam celiay
winter 2022,45,Clothing,red knit body suit,red knit body suit
winter 2022,45,Clothing,distressed one teaspoon jeans,distressed one teaspoon jean
winter 2022,45,Clothing,oversized wool blazer,oversized wool blazer
winter 2022,45,Shoes,maroon loafers,maroon loafer
winter 2022,45,Accessories,bag,bag
winter 2022,45,Accessories,gold jewelry,gold jewelry
winter 2022,45,Accessories,Alien by Nucleur,alien by nucleur
winter 2022,45,Colors,red,red
winter 2022,45,Colors,maroon,maroon
winter 2022,45,Materials,knit,knit
winter 2022,45,Materials,wool,wool
winter 2022,45,Trends,distressed jeans,distressed jean
winter 2022,46,Clothing,vest top,vest top
winter 2022,46,Clothing,t-shirt,t-shirt
winter 2022,46,Clothing,pajama trousers,pajama trouser
winter 2022,46,Accessories,hat,hat
winter 2022,46,Accessories,scarf,scarf
winter 2022,46,Trends,no bra season,no bra season
winter 2022,46,Other,underwear,underwear
winter 2022,46,Other,long coat,long coat
winter 2022,46,Other,jumper,jumper
winter 2022,46,Other,zip-up piece,zip-up piece
winter 2022,46,Other,anything comfy,anything comfy
winter 2022,46,Other,anything,anything
winter 2022,46,Other,pigeon lady,pigeon lady
winter 2022,46,Other,Paris winter fashion week,pari winter fashion week
winter 2022,47,Clothing,turtle neck,turtle neck
winter 2022,47,Clothing,fleece-line leggings,fleece-line legging
winter 2022,47,Clothing,tides (pants),tide (pants)
winter 2022,47,Clothing,"dress (implied, as something to hide everything)","dress (implied, a something to hide everything)"
winter 2022,47,Accessories,necklace,necklace
winter 2022,47,Accessories,watch,watch
winter 2022,47,Accessories,cold-hoop earrings,cold-hoop earring
winter 2022,47,Materials,fleece-line,fleece-line
winter 2022,47,Other,"chocolate (implied, as something to show for)","chocolate (implied, a something to show for)"
winter 2022,47,Other,fun stuff,fun stuff
winter 2022,48,Clothing,dress,dress
winter 2022,48,Clothing,jeans,jean
winter 2022,48,Clothing,pants,pant
winter 2022,48,Clothing,blazer,blazer
winter 2022,48,Clothing,shirt,shirt
winter 2022,48,Clothing,t-shirt,t-shirt
winter 2022,48,Clothing,biker boots,biker boot
winter 2022,48,Shoes,boots,boot
winter 2022,48,Accessories,purse,purse
winter 2022,48,Accessories,red boots,red boot
winter 2022,48,Colors,red,red
winter 2022,48,Colors,deep cherry red,deep cherry red
winter 2022,48,Colors,olive green,olive green
winter 2022,48,Trends,bold red,bold red
winter 2022,48,Trends,70 style bell bottom,70 style bell bottom
winter 2022,48,Trends,pinstripe blazers,pinstripe blazer
winter 2022,48,Trends,biker boots,biker boot
winter 2022,49,Clothing,super baggy jeans,super baggy jean
winter 2022,49,Clothing,baggy jeans,baggy jean
winter 2022,49,Clothing,leggings,legging
winter 2022,49,Clothing,white tee,white tee
winter 2022,49,Clothing,cardigan,cardigan
winter 2022,49,Clothing,oversized sweater,oversized sweater
winter 2022,49,Clothing,first article of my own clothing,first article of my own clothing
winter 2022,49,Shoes,chunky boots,chunky boot
winter 2022,49,Shoes,white sneakers,white sneaker
winter 2022,49,Trends,oversized,oversized
winter 2022,49,Trends,baggy,baggy
winter 2022,49,Other,anthems,anthem
winter 2022,49,Other,luggage,luggage
winter 2022,49,Other,Kim,kim
winter 2022,49,Other,sneakers,sneaker
fall 2022,0,Clothing,striped clothing,striped clothing
fall 2022,0,Clothing,leather jacket,leather jacket
fall 2022,0,Clothing,vintage leather jacket,vintage leather jacket
fall 2022,0,Accessories,belt,belt
fall 2022,0,Materials,leather,leather
fall 2022,0,Trends,Coastal grandmother aesthetic,coastal grandmother aesthetic
fall 2022,0,Trends,leather jackets having a moment,leather jacket having a moment
fall 2022,0,Patterns,stripes,stripe
fall 2022,1,Clothing,split hem pants,split hem pant
fall 2022,1,Clothing,micro vests,micro vest
fall 2022,1,Trends,split hem pants,split hem pant
fall 2022,1,Trends,micro vests,micro vest
fall 2022,2,Clothing,blazer,blazer
fall 2022,2,Clothing,trench coat,trench coat
fall 2022,2,Clothing,bomber jacket,bomber jacket
fall 2022,2,Colors,plaid,plaid
fall 2022,2,Colors,neutral,neutral
fall 2022,2,Materials,leather,leather
fall 2022,2,Trends,tumbler grunge style,tumbler grunge style
fall 2022,2,Patterns,plaid,plaid
fall 2022,3,Clothing,oversized flower pieces,oversized flower piece
fall 2022,3,Clothing,White T's,white t'
fall 2022,3,Accessories,clip-ons earrings,clip-on earring
fall 2022,3,Accessories,Red Nails,red nail
fall 2022,3,Colors,blue eyes,blue eye
fall 2022,3,Colors,Red Nails,red nail
fall 2022,3,Trends,Carrie Bradshaw,carrie bradshaw
fall 2022,3,Trends,Sackspots,sackspot
fall 2022,4,Clothing,dress,dress
fall 2022,4,Clothing,over the knee boots,over the knee boot
fall 2022,4,Shoes,over the knee boots,over the knee boot
fall 2022,4,Trends,shoot trends,shoot trend
fall 2022,4,Trends,polka dot dress,polka dot dress
fall 2022,4,Patterns,polka dot,polka dot
fall 2022,4,Other,styling,styling
fall 2022,4,Other,part two,part two
fall 2022,6,Clothing,taylor mashing suit,taylor mashing suit
fall 2022,6,Clothing,nighties,nightie
fall 2022,6,Clothing,vests,vest
fall 2022,6,Clothing,bomberjack,bomberjack
fall 2022,6,Trends,nighties back,nightie back
fall 2022,6,Trends,entrant vests,entrant vest
fall 2022,6,Trends,strong nighties vibes,strong nightie vibe
fall 2022,6,Trends,bomberjack,bomberjack
fall 2022,7,Clothing,dress,dress
fall 2022,7,Clothing,casual wear,casual wear
fall 2022,7,Clothing,t-shirts,t-shirt
fall 2022,7,Clothing,long skirts,long skirt
fall 2022,7,Clothing,mid calf boots,mid calf boot
fall 2022,7,Clothing,boots,boot
fall 2022,7,Clothing,low-rise jeans,low-rise jean
fall 2022,7,Shoes,boots,boot
fall 2022,7,Shoes,mid calf boots,mid calf boot
fall 2022,7,Trends,warmers,warmer
fall 2022,7,Trends,ski resort glam,ski resort glam
fall 2022,7,Trends,90s minimalism,90 minimalism
fall 2022,7,Trends,preppy style,preppy style
fall 2022,7,Trends,sporty,sporty
fall 2022,7,Trends,vintage,vintage
fall 2022,7,Trends,pin stripes,pin stripe
fall 2022,7,Trends,newspaper print,newspaper print
fall 2022,7,Patterns,polka dot,polka dot
fall 2022,7,Patterns,pin stripes,pin stripe
fall 2022,7,Patterns,newspaper print,newspaper print
fall 2022,8,Clothing,half-zip tops,half-zip top
fall 2022,8,Clothing,designer tank tops,designer tank top
fall 2022,8,Clothing,tees,tee
fall 2022,8,Accessories,scarves,scarve
fall 2022,8,Trends,half-zip tops are gonna be everywhere,half-zip top are gonna be everywhere
fall 2022,8,Other,vibe,vibe
fall 2022,8,Other,"I would style them like this, this, and this","i would style them like this, this, and thi"
fall 2022,9,Clothing,matching sets,matching set
fall 2022,9,Clothing,long dresses,long dresse
fall 2022,9,Clothing,skirts,skirt
fall 2022,9,Clothing,cargo skirts,cargo skirt
fall 2022,9,Clothing,micro skirts,micro skirt
fall 2022,9,Clothing,hoodie,hoodie
fall 2022,9,Clothing,sweatshirt,sweatshirt
fall 2022,9,Accessories,leather gloves,leather glove
fall 2022,9,Colors,ultraviolet,ultraviolet
fall 2022,9,Colors,Fairy Perry,fairy perry
fall 2022,9,Materials,leather,leather
fall 2022,9,Trends,ultraviolet,ultraviolet
fall 2022,9,Trends,Biker,biker
fall 2022,9,Trends,Y2K,y2k
fall 2022,10,Clothing,lace hat,lace hat
fall 2022,10,Clothing,released jackets,released jacket
fall 2022,10,Clothing,lace pants,lace pant
fall 2022,10,Clothing,corset dress,corset dress
fall 2022,10,Clothing,dress,dress
fall 2022,10,Accessories,corset,corset
fall 2022,10,Trends,lace,lace
fall 2022,10,Trends,corset,corset
fall 2022,10,Other,layering over a dress,layering over a dress
fall 2022,10,Other,built into the top,built into the top
fall 2022,11,Clothing,dress,dress
fall 2022,11,Clothing,denim,denim
fall 2022,11,Clothing,denim shirt,denim shirt
fall 2022,11,Clothing,wide leg denim,wide leg denim
fall 2022,11,Accessories,hair bows,hair bow
fall 2022,11,Colors,brown,brown
fall 2022,11,Materials,denim,denim
fall 2022,11,Trends,tonal brown look,tonal brown look
fall 2022,11,Trends,hair bows,hair bow
fall 2022,11,Trends,dark denim,dark denim
fall 2022,12,Clothing,dress,dress
fall 2022,12,Clothing,jacket,jacket
fall 2022,12,Clothing,sweater,sweater
fall 2022,12,Shoes,cowboy boots,cowboy boot
fall 2022,12,Shoes,riding boots,riding boot
fall 2022,12,Trends,Americana fashion,americana fashion
fall 2022,12,Trends,western influence,western influence
fall 2022,12,Trends,fringe details,fringe detail
fall 2022,12,Trends,quarter zip,quarter zip
fall 2022,12,Trends,colored style,colored style
fall 2022,12,Trends,whip stitching,whip stitching
fall 2022,13,Clothing,dress,dress
fall 2022,13,Clothing,sweater,sweater
fall 2022,13,Clothing,blue jean,blue jean
fall 2022,13,Clothing,long sleeve,long sleeve
fall 2022,13,Clothing,collared sweater,collared sweater
fall 2022,13,Clothing,tea,tea
fall 2022,13,Clothing,Pinterest board (Coastal Grandma),pinterest board (coastal grandma)
fall 2022,13,Accessories,collar,collar
fall 2022,13,Colors,white,white
fall 2022,13,Colors,natural tones,natural tone
fall 2022,13,Colors,blue,blue
fall 2022,13,Colors,cream,cream
fall 2022,13,Materials,linen,linen
fall 2022,13,Materials,100% cotton,100% cotton
fall 2022,13,Materials,chunky knit,chunky knit
fall 2022,13,Trends,cottage core,cottage core
fall 2022,13,Trends,coastal grandma,coastal grandma
fall 2022,13,Trends,collar trend,collar trend
fall 2022,13,Trends,preppy trend,preppy trend
fall 2022,13,Trends,European trend,european trend
fall 2022,13,Trends,unique trend,unique trend
fall 2022,13,Patterns,polka dot,polka dot
fall 2022,13,Patterns,blue and white striped,blue and white striped
fall 2022,14,Clothing,cargo pants,cargo pant
fall 2022,14,Clothing,cargo skirt,cargo skirt
fall 2022,14,Clothing,jacket,jacket
fall 2022,14,Clothing,trench coat,trench coat
fall 2022,14,Clothing,hat,hat
fall 2022,14,Clothing,knit tops,knit top
fall 2022,14,Shoes,loafers,loafer
fall 2022,14,Accessories,hat,hat
fall 2022,14,Colors,neutral colors,neutral color
fall 2022,14,Colors,bright color,bright color
fall 2022,14,Trends,cargo skirt for fall,cargo skirt for fall
fall 2022,14,Trends,loafers during the fall,loafer during the fall
fall 2022,14,Trends,big knits,big knit
fall 2022,14,Trends,bright color trench coat for fall,bright color trench coat for fall
fall 2022,15,Clothing,coat,coat
fall 2022,15,Clothing,sweats,sweat
fall 2022,15,Clothing,dresses,dresse
fall 2022,15,Clothing,corsets,corset
fall 2022,15,Shoes,black thigh high boots,black thigh high boot
fall 2022,15,Colors,black,black
fall 2022,15,Materials,leather,leather
fall 2022,15,Materials,patent,patent
fall 2022,15,Trends,punk futurism,punk futurism
fall 2022,15,Trends,goth,goth
fall 2022,15,Trends,corsets,corset
fall 2022,17,Clothing,denim maxi skirt,denim maxi skirt
fall 2022,17,Clothing,sweater,sweater
fall 2022,17,Clothing,suede boots,suede boot
fall 2022,17,Clothing,silky top,silky top
fall 2022,17,Clothing,soft bag,soft bag
fall 2022,17,Clothing,black body suit,black body suit
fall 2022,17,Clothing,proper top,proper top
fall 2022,17,Clothing,white skirt,white skirt
fall 2022,17,Clothing,black top,black top
fall 2022,17,Clothing,black jacket,black jacket
fall 2022,17,Shoes,suede boots,suede boot
fall 2022,17,Accessories,soft bag,soft bag
fall 2022,17,Colors,black,black
fall 2022,17,Colors,white,white
fall 2022,17,Materials,denim,denim
fall 2022,17,Materials,suede,suede
fall 2022,17,Materials,silky,silky
fall 2022,17,Trends,oversized,oversized
fall 2022,17,Trends,color blocking,color blocking
fall 2022,17,Other,proportions,proportion
fall 2022,17,Other,night out,night out
fall 2022,18,Clothing,outfit,outfit
fall 2022,18,Clothing,pink pumps,pink pump
fall 2022,18,Clothing,leather pants,leather pant
fall 2022,18,Clothing,trench coat,trench coat
fall 2022,18,Clothing,blazer,blazer
fall 2022,18,Clothing,jeans,jean
fall 2022,18,Clothing,tank,tank
fall 2022,18,Shoes,pumps,pump
fall 2022,18,Shoes,sneakers,sneaker
fall 2022,18,Shoes,tenies,tenie
fall 2022,18,Colors,pink,pink
fall 2022,18,Materials,leather,leather
fall 2022,18,Trends,leather everything,leather everything
fall 2022,18,Trends,trench coat is the coat of the season,trench coat i the coat of the season
fall 2022,18,Other,bad bitch vibe,bad bitch vibe
fall 2022,18,Other,make it chic,make it chic
fall 2022,18,Other,make it casual,make it casual
fall 2022,18,Other,make it sexy,make it sexy
fall 2022,18,Other,elevated,elevated
fall 2022,18,Other,casual,casual
fall 2022,18,Other,full outfits,full outfit
fall 2022,18,Other,Instagram,instagram
fall 2022,18,Other,fashion trends,fashion trend
fall 2022,19,Clothing,bomber jackets,bomber jacket
fall 2022,19,Clothing,racing jackets,racing jacket
fall 2022,19,Clothing,varsity jackets,varsity jacket
fall 2022,19,Materials,leather,leather
fall 2022,19,Trends,oversized fit,oversized fit
fall 2022,19,Trends,vintage-esque style,vintage-esque style
fall 2022,19,Other,outfit,outfit
fall 2022,20,Clothing,vest,vest
fall 2022,20,Clothing,Bergenstocks (clogs),bergenstock (clogs)
fall 2022,20,Shoes,Bergenstocks,bergenstock
fall 2022,20,Trends,fall 2022 trends,fall 2022 trend
fall 2022,20,Trends,baby gay,baby gay
fall 2022,20,Trends,true to this,true to thi
fall 2022,20,Other,"gingers (possibly a type of clothing or hairstyle, but context is unclear)","ginger (possibly a type of clothing or hairstyle, but context i unclear)"
fall 2022,20,Other,lesbian barn,lesbian barn
fall 2022,20,Other,boston clogs,boston clog
fall 2022,21,Shoes,Deed Asambas,deed asamba
fall 2022,21,Shoes,knee high boots,knee high boot
fall 2022,21,Shoes,ankle sock booties,ankle sock bootie
fall 2022,21,Trends,Deed Asambas trend,deed asamba trend
fall 2022,21,Trends,knee high boots trend,knee high boot trend
fall 2022,21,Trends,ankle sock booties trend,ankle sock bootie trend
fall 2022,22,Clothing,animal print jackets,animal print jacket
fall 2022,22,Clothing,any skirts,any skirt
fall 2022,22,Clothing,axi skirts,axi skirt
fall 2022,22,Clothing,vests,vest
fall 2022,22,Clothing,denim dresses,denim dresse
fall 2022,22,Clothing,full denim outfits,full denim outfit
fall 2022,22,Shoes,tall brown biker boot,tall brown biker boot
fall 2022,22,Shoes,simple tall black boot,simple tall black boot
fall 2022,22,Shoes,western boot,western boot
fall 2022,22,Accessories,burgundy,burgundy
fall 2022,22,Colors,burgundy,burgundy
fall 2022,22,Materials,denim,denim
fall 2022,22,Trends,animal prints,animal print
fall 2022,22,Trends,denim on denim,denim on denim
fall 2022,22,Patterns,animal prints,animal print
fall 2022,23,Clothing,athletic shorts,athletic short
fall 2022,23,Clothing,red dress,red dress
fall 2022,23,Shoes,mesh flats,mesh flat
fall 2022,23,Colors,red,red
fall 2022,23,Trends,athletic shorts trend,athletic short trend
fall 2022,23,Trends,red trend,red trend
fall 2022,24,Clothing,leather pants,leather pant
fall 2022,24,Clothing,knitwear,knitwear
fall 2022,24,Clothing,puffer jackets,puffer jacket
fall 2022,24,Clothing,long line puffers,long line puffer
fall 2022,24,Clothing,sweater dresses,sweater dresse
fall 2022,24,Clothing,pleated skirts,pleated skirt
fall 2022,24,Clothing,fun stockings and tights,fun stocking and tight
fall 2022,24,Clothing,edged up loafers,edged up loafer
fall 2022,24,Shoes,chunky boots,chunky boot
fall 2022,24,Shoes,loafers,loafer
fall 2022,24,Accessories,oversized blanket scarves,oversized blanket scarve
fall 2022,24,Accessories,eclectic checkered scarves,eclectic checkered scarve
fall 2022,24,Accessories,fun earmuffs,fun earmuff
fall 2022,24,Accessories,berets,beret
fall 2022,24,Colors,berets,beret
fall 2022,24,Materials,leather,leather
fall 2022,24,Trends,oversized blanket scarves,oversized blanket scarve
fall 2022,24,Trends,eclectic checkered scarves,eclectic checkered scarve
fall 2022,24,Trends,long line puffers,long line puffer
fall 2022,24,Trends,fun stockings and tights,fun stocking and tight
fall 2022,24,Trends,edged up loafers,edged up loafer
fall 2022,24,Trends,berets,beret
fall 2022,24,Patterns,Gangnam,gangnam
fall 2022,24,Patterns,Houndstooth,houndstooth
fall 2022,25,Clothing,bomber jacket,bomber jacket
fall 2022,25,Clothing,Distress leather jacket,distress leather jacket
fall 2022,25,Clothing,classic trench coat,classic trench coat
fall 2022,25,Clothing,long leather coat,long leather coat
fall 2022,25,Clothing,varsity jacket,varsity jacket
fall 2022,25,Clothing,furry detail jackets,furry detail jacket
fall 2022,25,Materials,leather,leather
fall 2022,25,Trends,model off duty,model off duty
fall 2022,25,Trends,sexy look,sexy look
fall 2022,25,Trends,instant cool girl vibe,instant cool girl vibe
fall 2022,26,Clothing,leather outfits,leather outfit
fall 2022,26,Clothing,this outfit,thi outfit
fall 2022,26,Clothing,hot pink jacket,hot pink jacket
fall 2022,26,Clothing,sequence outfit,sequence outfit
