season,index,category,term
spring 2023,14,Shoes,chunky sneakers
spring 2023,14,Accessories,oversized sunglasses
spring 2023,14,Accessories,statement earrings
spring 2023,14,Colors,neon green
spring 2023,14,Colors,millennial pink
spring 2023,14,Materials,velvet
spring 2023,14,Materials,suede
spring 2023,14,Trends,athleisure
spring 2023,14,Trends,minimalism
spring 2023,14,Patterns,tartan
spring 2023,14,Patterns,stripes
spring 2023,14,Other,oversized silhouettes
spring 2023,14,Other,off-shoulder cuts
spring 2023,15,Clothing,tight fitted romper
spring 2023,15,Clothing,trench
spring 2023,15,Clothing,blazer
spring 2023,15,Trends,oversized trench or blazer with tight fitted romper
spring 2023,15,Other,spring
spring 2023,15,Other,summer
spring 2023,15,Other,tall girls
spring 2023,16,Clothing,dress by Zara
spring 2023,16,Clothing,Mary James dress
spring 2023,16,Clothing,cinched waist blazer
spring 2023,16,Shoes,Mary Jane silhouette
spring 2023,16,Shoes,Valentino shoes
spring 2023,16,Accessories,incognito handbag
spring 2023,16,Colors,red
spring 2023,16,Colors,pink
spring 2023,16,Trends,quiet luxury
spring 2023,16,Trends,90s minimalism
spring 2023,17,Clothing,dress from and other stories
spring 2023,17,Clothing,classic glam dress
spring 2023,17,Clothing,body chain bra
spring 2023,17,Clothing,classic YT
spring 2023,17,Clothing,sheer dress from Farragamo
spring 2023,17,Accessories,body chain bra
spring 2023,17,Trends,surface value
spring 2023,17,Trends,ruffles
spring 2023,17,Trends,feathers
spring 2023,17,Trends,pom-poms
spring 2023,17,Trends,fight club
spring 2023,17,Trends,layered
spring 2023,17,Trends,punk
spring 2023,17,Trends,classic
spring 2023,17,Trends,goddess
spring 2023,17,Trends,draping effect
spring 2023,17,Trends,romantic
spring 2023,18,Clothing,denim maxi skirt
spring 2023,18,Clothing,oversized denim jackets
spring 2023,18,Clothing,maxi skirts (linen material)
spring 2023,18,Clothing,crochet sweaters
spring 2023,18,Clothing,two piece crochet sets
spring 2023,18,Clothing,crochet shrugs
spring 2023,18,Clothing,ladder knit dresses
spring 2023,18,Clothing,ladder knit tops
spring 2023,18,Clothing,festival season tops
spring 2023,18,Colors,lime green
spring 2023,18,Colors,light green
spring 2023,18,Materials,denim
spring 2023,18,Materials,linen
spring 2023,18,Materials,crochet
spring 2023,18,Materials,ladder knit
spring 2023,18,Trends,denim on denim outfits
spring 2023,18,Trends,crochet
spring 2023,18,Trends,ladder knit
spring 2023,18,Patterns,"polka dot (implied, not explicitly mentioned in the text)"
spring 2023,19,Clothing,maxi dress skirts
spring 2023,19,Clothing,t-shirt
spring 2023,19,Clothing,denim maxi skirt
spring 2023,19,Clothing,Longer skirt
spring 2023,19,Clothing,pants
spring 2023,19,Clothing,heels
spring 2023,19,Clothing,cute purse
spring 2023,19,Clothing,fitted top
spring 2023,19,Clothing,crop tops
spring 2023,19,Clothing,mesh and see through tops
spring 2023,19,Clothing,coat
spring 2023,19,Clothing,baggy light colored pants
spring 2023,19,Clothing,fitted top (going out)
spring 2023,19,Clothing,baggy pants (going out)
spring 2023,19,Shoes,sneakers
spring 2023,19,Accessories,purse
spring 2023,19,Accessories,sunglasses
spring 2023,19,Colors,neutrals
spring 2023,19,Materials,denim
spring 2023,19,Materials,mesh
spring 2023,19,Trends,maxi skirts
spring 2023,19,Trends,baggy pants
spring 2023,19,Trends,elevated casual
spring 2023,19,Trends,feminine silhouette
spring 2023,19,Trends,mesh and see through tops
spring 2023,19,Trends,big sunglasses
spring 2023,19,Other,homeschooled
spring 2023,19,Other,unique
spring 2023,19,Other,laidback
spring 2023,19,Other,chic
spring 2023,19,Other,reddish undertones
spring 2023,19,Other,miscravids
spring 2023,20,Clothing,Nehi Biker boot
spring 2023,20,Clothing,Graphic T's
spring 2023,20,Clothing,bikinis
spring 2023,20,Clothing,windbreakers
spring 2023,20,Clothing,strapless bandos
spring 2023,20,Clothing,strapless tops
spring 2023,20,Shoes,Nehi Biker boot
spring 2023,20,Shoes,Kitten Heels
spring 2023,20,Trends,90s fluro accents
spring 2023,20,Trends,declotage
spring 2023,21,Clothing,Miyu Miyu set
spring 2023,21,Clothing,utilitarian vest
spring 2023,21,Clothing,core mini skirt
spring 2023,21,Clothing,Paco Raban top
spring 2023,21,Clothing,silk mini skirt
spring 2023,21,Clothing,distressed jeans
spring 2023,21,Clothing,J.W. Anderson denim piece
spring 2023,21,Clothing,Miyu Miyu look
spring 2023,21,Clothing,flannel
spring 2023,21,Accessories,jewels
spring 2023,21,Materials,denim
spring 2023,21,Materials,flannel
spring 2023,21,Trends,pocket change
spring 2023,21,Trends,utilitarian
spring 2023,21,Trends,pillow talk
spring 2023,21,Trends,denim
spring 2023,21,Trends,runs revisited
spring 2023,21,Trends,grunge
spring 2023,21,Other,90s
spring 2023,21,Other,downtown energy
spring 2023,21,Other,masculinity
spring 2023,21,Other,"relaxed, cool girl summer look"
spring 2023,22,Clothing,Bergenstock Boston clogs
spring 2023,22,Clothing,denim jacket
spring 2023,22,Clothing,white button down
spring 2023,22,Clothing,overalls
spring 2023,22,Clothing,feminine frilly blouse
spring 2023,22,Colors,darker washed denim
spring 2023,22,Other,shacket style
spring 2023,22,Other,tomboy shirt from Sezon
spring 2023,22,Other,black pair
spring 2023,22,Other,blue or white pair
spring 2023,22,Other,this year
spring 2023,23,Clothing,oversized bag
spring 2023,23,Clothing,oversized sweater
spring 2023,23,Clothing,Adidas running shoes
spring 2023,23,Shoes,Adidas running shoes
spring 2023,23,Accessories,dupe for the botega bag
spring 2023,23,Accessories,oversized bag
spring 2023,23,Accessories,purse from H&M
spring 2023,23,Accessories,Leaven Lemons collection
spring 2023,23,Colors,color for spring
spring 2023,23,Colors,color
spring 2023,23,Colors,fun color code for the spring
spring 2023,23,Trends,oversized fit
spring 2023,23,Trends,boost collection
spring 2023,23,Trends,Floral's for spring
spring 2023,23,Trends,statement pieces
spring 2023,23,Patterns,Leaven Lemons collection
spring 2023,24,Clothing,a really good fitting pair of jeans
spring 2023,24,Clothing,cargo pants
spring 2023,24,Clothing,gray ribbed tee
spring 2023,24,Clothing,matching set
spring 2023,24,Clothing,cardigan
spring 2023,24,Colors,gray
spring 2023,24,Trends,baguille look
spring 2023,25,Clothing,sundress
spring 2023,25,Clothing,button downs
spring 2023,25,Clothing,tank top
spring 2023,25,Clothing,pants
spring 2023,25,Clothing,maxi skirt
spring 2023,25,Clothing,skinny scarf
spring 2023,25,Shoes,kitten heel
spring 2023,25,Accessories,skinny scarf (worn as a necklace)
spring 2023,25,Trends,longer cute lounges with pants
spring 2023,25,Trends,button downs are everywhere this summer
spring 2023,26,Clothing,overalls
spring 2023,26,Clothing,ponchos
spring 2023,26,Clothing,capes
spring 2023,26,Accessories,big glasses
spring 2023,26,Materials,different denims
spring 2023,26,Materials,fabrics
spring 2023,26,Materials,textures
spring 2023,26,Trends,big glasses
spring 2023,26,Trends,big sunglasses
spring 2023,26,Trends,70's big bow patterns
spring 2023,26,Patterns,big bow patterns
spring 2023,27,Clothing,denim one denim dress
spring 2023,27,Clothing,lingerie as outfit
spring 2023,27,Clothing,ballet core skirts
spring 2023,27,Clothing,oversize leather everything
spring 2023,27,Clothing,crisp tailored suits
spring 2023,27,Clothing,sheer dresses
spring 2023,27,Clothing,sheer tops
spring 2023,27,Clothing,oversized blazers
spring 2023,27,Clothing,long denim skirt
spring 2023,27,Colors,lime green
spring 2023,27,Materials,denim
spring 2023,27,Materials,leather
spring 2023,27,Trends,denim one denim
spring 2023,27,Trends,lingerie as part of outfit
spring 2023,27,Trends,crochet tops (updated version)
spring 2023,27,Trends,ballet core
spring 2023,27,Trends,oversize leather
spring 2023,27,Trends,crisp tailored suits
spring 2023,27,Trends,sheer
spring 2023,27,Trends,oversized blazers
spring 2023,27,Trends,optical illusion trend
spring 2023,27,Trends,long denim skirt
spring 2023,28,Clothing,suiting
spring 2023,28,Clothing,90s model-all-duty mermaid core aesthetic
spring 2023,28,Clothing,distressed knit
spring 2023,28,Clothing,webweeds
spring 2023,28,Clothing,sequins
spring 2023,28,Clothing,leather (motor cross or bomber jackets)
spring 2023,28,Clothing,sheer
spring 2023,28,Clothing,slip dress
spring 2023,28,Clothing,Canadian tuxedos
spring 2023,28,Clothing,denim on denim
spring 2023,28,Clothing,cargo pants
spring 2023,28,Clothing,cargo skirts
spring 2023,28,Clothing,anything with a lot of pockets
spring 2023,28,Materials,leather
spring 2023,28,Materials,sequins
spring 2023,28,Trends,going back to the basics
spring 2023,28,Trends,elevated grunge or indie sleeves
spring 2023,28,Trends,gothic glamour
spring 2023,28,Trends,liquidy metallic vibe
spring 2023,28,Other,transparent mesh vibes
spring 2023,28,Other,exy hemlines longer than hemlines the better
spring 2023,29,Clothing,baggy jeans
spring 2023,29,Clothing,maxi skirts
spring 2023,29,Clothing,sheer tops and dresses
spring 2023,29,Clothing,leather pants
spring 2023,29,Clothing,scort leather styles
spring 2023,29,Clothing,mini skirts
spring 2023,29,Shoes,sneakers
spring 2023,29,Shoes,new balance sneakers
spring 2023,29,Shoes,heels
spring 2023,29,Materials,leather
spring 2023,29,Trends,high rise fit
spring 2023,29,Trends,relaxed fit
spring 2023,29,Trends,cargo style
spring 2023,29,Trends,sequins
spring 2023,29,Trends,relaxed fit leather
spring 2023,30,Clothing,workout set
spring 2023,30,Clothing,blazer
spring 2023,30,Clothing,matching set
spring 2023,30,Clothing,sweatshirt
spring 2023,30,Clothing,tennis skirt
spring 2023,30,Clothing,sun dress
spring 2023,30,Clothing,dress
spring 2023,30,Clothing,t-shirt
spring 2023,30,Clothing,bike shorts
spring 2023,30,Colors,colorful
spring 2023,30,Materials,this material
spring 2023,30,Other,groutos
spring 2023,30,Other,loose
spring 2023,30,Other,cute
spring 2023,30,Other,cozy
spring 2023,30,Other,easy
spring 2023,30,Other,depression nap
spring 2023,30,Other,slub kabobs
spring 2023,30,Other,great and easy outfit idea
spring 2023,31,Clothing,denim short shirt
spring 2023,31,Clothing,boots
spring 2023,31,Clothing,denim short shirt boot combo
spring 2023,31,Clothing,denim shorts
spring 2023,31,Clothing,black skirt
spring 2023,31,Clothing,asymmetrical skirt
spring 2023,31,Clothing,sheer tight
spring 2023,31,Shoes,boots
spring 2023,31,Accessories,belt
spring 2023,31,Colors,every color
spring 2023,31,Colors,black
spring 2023,31,Materials,denim
spring 2023,31,Materials,sheer
spring 2023,31,Trends,denim short shirt boot combo
spring 2023,31,Trends,tops that clasp or tie in the front
spring 2023,31,Trends,asymmetrical skirt
spring 2023,31,Trends,sheer tight
spring 2023,31,Other,panties with pleats
spring 2023,31,Other,body suits from Abercrombia
spring 2023,32,Clothing,ringies
spring 2023,32,Clothing,brown leggings
spring 2023,32,Clothing,air lift fabrics
spring 2023,32,Clothing,rib-leaf yours of our sports bra
spring 2023,32,Clothing,bronze sports bra
spring 2023,32,Clothing,alo yoga cardigan
spring 2023,32,Clothing,sunglasses
spring 2023,32,Shoes,sneakers
spring 2023,32,Shoes,vey house
spring 2023,32,Accessories,ringies
spring 2023,32,Colors,brown
spring 2023,32,Materials,air lift fabrics
spring 2023,32,Other,alo yoga
spring 2023,32,Other,dad ones
spring 2023,32,Other,broke the back of this one
spring 2023,33,Clothing,blazer dress
spring 2023,33,Clothing,Hugo boss suit
spring 2023,33,Shoes,YSL shoes
spring 2023,33,Shoes,loafers
spring 2023,33,Accessories,straw bag
spring 2023,33,Trends,summery
spring 2023,33,Other,Julia has a gun (perfume)
spring 2023,33,Other,shirts from state and liberty
spring 2023,33,Other,belt
spring 2023,34,Clothing,Shadjav's oven sweatshirt
spring 2023,34,Clothing,free city sweats
spring 2023,34,Trends,matching
spring 2023,34,Other,Rebalk speakers
spring 2023,35,Clothing,shorts
spring 2023,35,Clothing,tank
spring 2023,35,Clothing,blazer
spring 2023,35,Clothing,macaque pants
spring 2023,35,Clothing,dinnerfits
spring 2023,35,Clothing,PB Terry clothing line
spring 2023,35,Shoes,Boatega
spring 2023,35,Shoes,Oliver Cabell's
spring 2023,35,Accessories,bag
spring 2023,35,Accessories,Myself Shoes for me
spring 2023,35,Materials,goldie
spring 2023,35,Materials,Terry cloth
spring 2023,36,Clothing,Amazon top
spring 2023,36,Clothing,white top (Zora)
spring 2023,36,Clothing,black pants (State Liberty)
spring 2023,36,Shoes,straightsmen
spring 2023,36,Accessories,bag (stalled)
spring 2023,36,Accessories,earrings (Impology)
spring 2023,36,Colors,colors (of the office)
spring 2023,36,Other,thrower on cheese my veils
spring 2023,36,Other,glove
spring 2023,36,Other,lounge
spring 2023,36,Other,bar
spring 2023,36,Other,whatever I want to call it
spring 2023,36,Other,Friple's dead on her
spring 2023,36,Other,inverse
spring 2023,36,Other,Cache
spring 2023,36,Other,Super athletic stretchy
spring 2023,36,Other,phenomenal stuff
spring 2023,36,Other,dancing the night away
spring 2023,37,Clothing,romper
spring 2023,37,Clothing,shrug
spring 2023,37,Clothing,bag
spring 2023,37,Shoes,high tops
spring 2023,37,Accessories,shrug
spring 2023,37,Accessories,vintage nylon bag
spring 2023,37,Accessories,sunglasses
spring 2023,37,Accessories,earrings
spring 2023,37,Other,Diffinity romper from Euritia
spring 2023,37,Other,Super Down on Revival of a Came In a Set
spring 2023,37,Other,vintage products
spring 2023,37,Other,lyl-class
spring 2023,37,Other,YSL
spring 2023,37,Other,pink trim
spring 2023,38,Clothing,kit pants
spring 2023,38,Clothing,Panzer kit top
spring 2023,38,Accessories,air masks
spring 2023,38,Accessories,bag
spring 2023,38,Accessories,earrings
spring 2023,38,Accessories,sunglasses
spring 2023,38,Other,beachy outfit
spring 2023,38,Other,casual fit
spring 2023,39,Clothing,jacket
spring 2023,39,Clothing,button down
spring 2023,39,Clothing,pants
spring 2023,39,Clothing,shirt
spring 2023,39,Clothing,loafers
spring 2023,39,Shoes,loafers
spring 2023,39,Accessories,belt
spring 2023,39,Accessories,score
spring 2023,39,Colors,navy
spring 2023,39,Other,Suvenant
spring 2023,39,Other,St. Liberty
spring 2023,39,Other,Zara
spring 2023,39,Other,Abercrombie
spring 2023,39,Other,Morge Drums
spring 2023,39,Other,Stardo
spring 2023,40,Clothing,Jean Corset top
spring 2023,40,Clothing,lovers and friends skirt from Revolve
spring 2023,40,Clothing,suit jacket and pants (from State and Liberty)
spring 2023,40,Clothing,shirts (from State and Liberty)
spring 2023,40,Clothing,Madison Hoffman shoes
spring 2023,40,Shoes,Celine sneakers
spring 2023,40,Shoes,Madison Hoffman shoes
spring 2023,40,Colors,blue
spring 2023,40,Colors,lemon
spring 2023,40,Trends,30 days of spring elephants
spring 2023,40,Trends,skirts are back in
spring 2023,40,Trends,denim shorts are back
spring 2023,40,Patterns,polka dot (implied in 'Jean Corset')
spring 2023,40,Other,magic skirt (implied in 'Jean Corset')
spring 2023,40,Other,basic (implied in 'Bells')
spring 2023,40,Other,blooming dills (implied in 'Bells')
spring 2023,40,Other,athletic stretchy (implied in 'shirts from State and Liberty')
spring 2023,40,Other,simple (implied in 'Bells')
spring 2023,40,Other,easy (implied in 'Bells')
spring 2023,41,Clothing,dress
spring 2023,41,Clothing,blazer
spring 2023,41,Shoes,Louis Vuitton's
spring 2023,41,Accessories,sunglasses
spring 2023,41,Colors,blue
spring 2023,41,Materials,lightweight knit fabric
spring 2023,41,Other,hair
spring 2023,41,Other,wedding heel
spring 2023,41,Other,property
spring 2023,41,Other,buyer
spring 2023,41,Other,Tuesday
spring 2023,41,Other,comfortable
spring 2023,41,Other,professional
spring 2023,42,Clothing,blouse
spring 2023,42,Clothing,dress
spring 2023,42,Clothing,Zora Blazer
spring 2023,42,Shoes,Steve Madden
spring 2023,42,Accessories,headband
spring 2023,42,Accessories,from Inzen
spring 2023,42,Materials,crocheted
spring 2023,42,Materials,ripped body con style
spring 2023,42,Materials,oversized style
spring 2023,42,Trends,crocheted top
spring 2023,42,Trends,ripped body con style
spring 2023,42,Trends,oversized style
spring 2023,43,Clothing,pink pants
spring 2023,43,Clothing,top
spring 2023,43,Shoes,shoes
spring 2023,43,Accessories,jewelry collection
spring 2023,43,Accessories,curse sunglasses
spring 2023,43,Accessories,jacquemess bag
spring 2023,43,Colors,pink
spring 2023,43,Other,fit
spring 2023,43,Other,Revolve
spring 2023,43,Other,why I sell them
spring 2023,43,Other,comfortable platform style
spring 2023,44,Clothing,Zimmerman dress
spring 2023,44,Clothing,brunch brothers button down
spring 2023,44,Clothing,pants from a cage
spring 2023,44,Shoes,Duljabie shoes
spring 2023,44,Shoes,loafers from Kenneth Cole
spring 2023,44,Colors,bright colors
spring 2023,44,Colors,yellow
spring 2023,44,Other,church for Mother's Day
spring 2023,44,Other,brunch
spring 2023,44,Other,neutral
spring 2023,45,Clothing,little set
spring 2023,45,Clothing,mage button down
spring 2023,45,Clothing,matching shorts
spring 2023,45,Shoes,Tony Bianco shoes
spring 2023,45,Accessories,pink jacquemus bag
spring 2023,45,Accessories,earrings
spring 2023,45,Colors,colors for summertime
spring 2023,45,Other,30 days of spring outfits
spring 2023,45,Other,bow day
spring 2023,45,Other,beach day
spring 2023,45,Other,perfect hoop
spring 2023,46,Clothing,linen cargo pants
spring 2023,46,Clothing,small sized linen cargo pants (with adjustable waistband)
spring 2023,46,Clothing,sweater
spring 2023,46,Materials,linen
spring 2023,46,Trends,casual
spring 2023,46,Other,bell sleeve
spring 2023,47,Clothing,Alexis dress
spring 2023,47,Clothing,linen shirt
spring 2023,47,Clothing,Brooks Brothers shorts
spring 2023,47,Shoes,Dolce Vita
spring 2023,47,Accessories,watch
spring 2023,47,Colors,newtro colors
spring 2023,47,Materials,linen
spring 2023,47,Other,H-N-M bag
spring 2023,48,Clothing,dress
spring 2023,48,Clothing,shirt
spring 2023,48,Clothing,casual black tea pants
spring 2023,48,Clothing,sweater
spring 2023,48,Clothing,corset
spring 2023,48,Shoes,sandals
spring 2023,48,Accessories,cabell
spring 2023,48,Accessories,Louis Vuitton sunglasses
spring 2023,48,Accessories,bag
spring 2023,48,Accessories,sunglasses
spring 2023,48,Colors,white
spring 2023,48,Other,Antarctica
spring 2023,48,Other,sand bar
spring 2023,48,Other,Memorial Day
spring 2023,48,Other,city
spring 2023,48,Other,Zara
spring 2023,48,Other,Stabloomingdale's
spring 2023,48,Other,State Liberty
spring 2023,48,Other,Hermes
spring 2023,48,Other,Revolve
spring 2023,48,Other,Amazon
winter 2022,0,Clothing,chunky Knit
winter 2022,0,Clothing,white cable knit
winter 2022,0,Clothing,beige cable knit
winter 2022,0,Clothing,little black mini skirt
winter 2022,0,Clothing,sweater dress
winter 2022,0,Clothing,big fluffy faux fur colored jacket
winter 2022,0,Clothing,oversized baggy denim
winter 2022,0,Clothing,dark wash denim
winter 2022,0,Clothing,turtle neck
winter 2022,0,Clothing,turtle neck under a dress
winter 2022,0,Clothing,long trench coat style plaid ones
winter 2022,0,Clothing,colored jacket
winter 2022,0,Clothing,longer style jackets
winter 2022,0,Colors,white
winter 2022,0,Colors,beige
winter 2022,0,Colors,black
winter 2022,0,Colors,pink
winter 2022,0,Materials,Knit
winter 2022,0,Materials,faux fur
winter 2022,0,Materials,denim
winter 2022,0,Trends,chunky Knit
winter 2022,0,Trends,big fluffy faux fur colored jackets
winter 2022,0,Patterns,plaid
winter 2022,1,Clothing,oversized baggy everything
winter 2022,1,Clothing,oversized blazer
winter 2022,1,Clothing,maxi skirts
winter 2022,1,Clothing,mini skirts
winter 2022,1,Clothing,low-cheek trench coat
winter 2022,1,Clothing,oversized trousers
winter 2022,1,Shoes,winter boots
winter 2022,1,Shoes,ugg boots
winter 2022,1,Accessories,big chunky knit scarf
winter 2022,1,Accessories,oversized bags
winter 2022,1,Trends,more fabric the better
winter 2022,1,Trends,as much fabric as possible
winter 2022,2,Clothing,ugg boots
winter 2022,2,Clothing,Ugg-Taz slippers
winter 2022,2,Clothing,leather jacket
winter 2022,2,Clothing,mini skirt
winter 2022,2,Clothing,leg warmers
winter 2022,2,Clothing,vintage moto jackets
winter 2022,2,Clothing,oversized leather jackets
winter 2022,2,Clothing,fitted little sweaters
winter 2022,2,Clothing,simple little fitted dress
winter 2022,2,Shoes,ugg boots
winter 2022,2,Shoes,Ugg-Taz slippers
winter 2022,2,Accessories,chunky scarves
winter 2022,2,Accessories,leg warmers
winter 2022,2,Materials,leather
winter 2022,2,Materials,wool (for Uggs)
winter 2022,2,Trends,oversized leather jackets
winter 2022,2,Trends,chunky scarves
winter 2022,2,Trends,leg warmers
winter 2022,2,Trends,fitted little sweaters
winter 2022,3,Clothing,suit sets
winter 2022,3,Clothing,three-piece suits
winter 2022,3,Clothing,suit inspired sets
winter 2022,3,Clothing,vest
winter 2022,3,Clothing,pants
winter 2022,3,Clothing,skirt
winter 2022,3,Clothing,leather jackets
winter 2022,3,Clothing,racing jackets
winter 2022,3,Clothing,pants suit
winter 2022,3,Materials,leather
winter 2022,3,Materials,faux leather
winter 2022,3,Trends,pinstripes
winter 2022,3,Trends,mix and match suit sets
winter 2022,3,Trends,edgy vintage jackets
winter 2022,3,Trends,faux leather
winter 2022,3,Trends,detachable leather jacket
winter 2022,3,Patterns,pinstripes
winter 2022,3,Other,edgy
winter 2022,3,Other,vintage
winter 2022,3,Other,racing jackets (style)
winter 2022,4,Clothing,French style
winter 2022,4,Clothing,rock and roll style
winter 2022,4,Clothing,modern day flapper
winter 2022,4,Clothing,oversized knits
winter 2022,4,Clothing,plaid
winter 2022,4,Materials,leathers
winter 2022,4,Materials,different fabrics
winter 2022,4,Trends,edgy
winter 2022,4,Trends,cutouts
winter 2022,4,Trends,shredded and disheveled
winter 2022,4,Patterns,plaid
winter 2022,5,Clothing,leather pants
winter 2022,5,Clothing,knitwear
winter 2022,5,Clothing,puffer jackets
winter 2022,5,Clothing,long line puffers
winter 2022,5,Clothing,sweater dresses
winter 2022,5,Clothing,pleated skirts
winter 2022,5,Clothing,fun stockings and tights
winter 2022,5,Clothing,edged up loafers
winter 2022,5,Shoes,chunky boots
winter 2022,5,Shoes,loafers
winter 2022,5,Accessories,oversized blanket scarves
winter 2022,5,Accessories,eclectic checkered scarves
winter 2022,5,Accessories,fun earmuffs
winter 2022,5,Accessories,berets
winter 2022,5,Colors,berets
winter 2022,5,Materials,leather
winter 2022,5,Trends,oversized blanket scarves
winter 2022,5,Trends,eclectic checkered scarves
winter 2022,5,Trends,long line puffers
winter 2022,5,Trends,fun stockings and tights
winter 2022,5,Trends,edged up loafers
winter 2022,5,Trends,berets
winter 2022,5,Patterns,Gangnam
winter 2022,5,Patterns,Houndstooth
winter 2022,6,Clothing,feathers (like this or this)
winter 2022,6,Clothing,"dress (implied, not explicitly mentioned)"
winter 2022,6,Clothing,baggy jeans
winter 2022,6,Clothing,"loose fitting trousers (like this, this or this)"
winter 2022,6,Clothing,"parachute pants (like this, this or this)"
winter 2022,6,Clothing,dress (implied in 'parachute pants')
winter 2022,6,Materials,feathers
winter 2022,6,Trends,feathers
winter 2022,6,Trends,baggy pants
winter 2022,6,Trends,parachute pants
winter 2022,7,Clothing,puffer jackets
winter 2022,7,Clothing,dresses
winter 2022,7,Clothing,ugg slippers
winter 2022,7,Clothing,platform hugs
winter 2022,7,Shoes,boots
winter 2022,7,Shoes,mini-eggs
winter 2022,7,Shoes,ugg slippers
winter 2022,7,Shoes,platform hugs
winter 2022,7,Trends,puffer jackets
winter 2022,7,Trends,mini-eggs
winter 2022,7,Trends,bugs
winter 2022,7,Other,the kook game de zei alo
winter 2022,7,Other,Lana approved a bugs
winter 2022,7,Other,If fellow wears them we have no option. Like for part two.
winter 2022,8,Clothing,Versace dress
winter 2022,8,Clothing,hoodie
winter 2022,8,Trends,looking good
winter 2022,9,Clothing,puffer jackets
winter 2022,9,Clothing,aviator jackets
winter 2022,9,Clothing,cut out sweaters
winter 2022,9,Clothing,leather pants
winter 2022,9,Clothing,cargo pants
winter 2022,9,Clothing,flared leggings
winter 2022,9,Shoes,platform sneakers
winter 2022,9,Shoes,lug sole boots
winter 2022,9,Shoes,platform mini uggs
winter 2022,9,Materials,leather
winter 2022,9,Materials,puffer (implies synthetic insulation)
winter 2022,9,Trends,puffer jackets
winter 2022,9,Trends,aviator jackets
winter 2022,9,Trends,cut out sweaters
winter 2022,9,Trends,leather pants
winter 2022,9,Trends,cargo pants
winter 2022,9,Trends,flared leggings
winter 2022,9,Trends,platform sneakers
winter 2022,9,Trends,lug sole boots
winter 2022,9,Trends,platform mini uggs
winter 2022,10,Clothing,white tank tops
winter 2022,10,Clothing,transparent evening dresses
winter 2022,10,Clothing,blazer
winter 2022,10,Clothing,white shirt
winter 2022,10,Clothing,skirt
winter 2022,10,Clothing,trousers
winter 2022,10,Clothing,corseted ball gowns
winter 2022,10,Trends,new classics
winter 2022,10,Trends,transparent evening dresses
winter 2022,10,Trends,schoolgirl
winter 2022,10,Trends,corseted ball gowns
winter 2022,10,Other,lingerie
winter 2022,10,Other,boning
winter 2022,10,Other,invisible corset detail
winter 2022,10,Other,preppy vibe
winter 2022,11,Clothing,dress
winter 2022,11,Clothing,cute top
winter 2022,11,Clothing,long sleeve
winter 2022,11,Clothing,boot
winter 2022,11,Clothing,ugly Christmas jumpers
winter 2022,11,Shoes,loafers
winter 2022,11,Shoes,boots
winter 2022,11,Accessories,blumers
winter 2022,11,Accessories,socks
winter 2022,11,Accessories,opaque tights
winter 2022,11,Materials,knitwear
winter 2022,11,Trends,home-ness
winter 2022,11,Trends,ugly
winter 2022,12,Clothing,dress
winter 2022,12,Clothing,coat
winter 2022,12,Clothing,sweater vest
winter 2022,12,Accessories,cheerling bag
winter 2022,12,Accessories,skinny scarves
winter 2022,12,Accessories,leather
winter 2022,12,Materials,cheerling
winter 2022,12,Materials,knit
winter 2022,12,Materials,leather
winter 2022,12,Trends,cheerling
winter 2022,12,Trends,sweater vests
winter 2022,12,Trends,see through knit
winter 2022,12,Trends,skinny scarves
winter 2022,13,Clothing,rowback season dress
winter 2022,13,Clothing,Polish shirt
winter 2022,13,Clothing,body suit
winter 2022,13,Clothing,dungarees (mini dress style)
winter 2022,13,Clothing,button down shirt
winter 2022,13,Clothing,cardigans
winter 2022,13,Clothing,cashmere style cardigan
winter 2022,13,Clothing,classic high-waisted jeans
winter 2022,13,Clothing,baggy jeans
winter 2022,13,Clothing,ripped jeans
winter 2022,13,Clothing,90s style jumper
winter 2022,13,Clothing,high-waisted mime jeans
winter 2022,13,Materials,ribbed fabric
winter 2022,13,Materials,cashmere
winter 2022,13,Trends,rowback
winter 2022,13,Trends,Polish shirt neckline
winter 2022,13,Trends,dungarees comeback
winter 2022,13,Trends,minimalistic style
winter 2022,13,Trends,90s blow out anchor and bangs
winter 2022,13,Trends,Polo neck
winter 2022,13,Trends,high neck
winter 2022,13,Trends,rollover
winter 2022,13,Trends,this style
winter 2022,13,Patterns,polka dot
winter 2022,14,Clothing,clothes bag
winter 2022,14,Clothing,necklaces
winter 2022,14,Clothing,Ganyverse vest
winter 2022,14,Clothing,Colonyvy
winter 2022,14,Clothing,Cowboy boots
winter 2022,14,Clothing,orange bag
winter 2022,14,Clothing,beige trench coat
winter 2022,14,Shoes,Cowboy boots
winter 2022,14,Accessories,necklaces
winter 2022,14,Colors,orange
winter 2022,14,Colors,cream
winter 2022,14,Colors,beige
winter 2022,14,Materials,real leather
winter 2022,14,Other,organic form of the letters
winter 2022,14,Other,silver rings
winter 2022,15,Clothing,gas mask
winter 2022,15,Clothing,puffer jackets
winter 2022,15,Clothing,fruit and vegetable prints
winter 2022,15,Accessories,gas mask
winter 2022,15,Colors,bright colors
winter 2022,15,Trends,gas masks
winter 2022,15,Trends,puffer jackets with bright colors
winter 2022,15,Trends,fruit and vegetable prints
winter 2022,15,Patterns,fruit and vegetable prints
winter 2022,16,Clothing,day shine dress
winter 2022,16,Clothing,layering turtleneck
winter 2022,16,Materials,quilting
winter 2022,16,Trends,day shine
